article,qid,country_code,total_pageviews
Vietnamkrieg,Q8740,DE,43093
Liam_Neeson,Q58444,DE,43078
Paris,Q90,DE,42966
AnnenMayKantereit,Q19259451,DE,42940
Iris_Berben,Q71662,DE,42928
CÃ©cile_de_France,Q236157,DE,42914
Ein_Hauch_von_Sonnenschein,Q173804,DE,42905
Video_games_in_the_United_States,Q7927939,DE,42844
Singapur,Q334,DE,42825
Joachim_Llambi,Q1690281,DE,42808
Joe_Biden,Q6279,DE,42744
Kurt_KrÃ¶mer,Q110569,DE,42630
Internet_Movie_Database,Q37312,DE,42598
Fast_&_Furious_(Filmreihe),Q1576873,DE,42571
Kroatien,Q224,DE,42556
Kristin_Suckow,Q19509763,DE,42522
Samuel_Koch,Q2218490,DE,42338
Tom_Hanks,Q2263,DE,42336
"Camilla,_Queen_Consort",Q152239,DE,42189
Isabel_Edvardsson,Q1673538,DE,42173
Albanien,Q222,DE,42148
Giovanni_Trapattoni,Q44420,DE,42113
Karl_Rudolf_von_Strauch,Q1732747,DE,42042
Dieter_Bohlen,Q76906,DE,41972
Ant-Man_and_the_Wasp:_Quantumania,Q105359456,DE,41930
Tina_Turner,Q131814,DE,41878
Heath_Ledger,Q40572,DE,41872
Schweden,Q34,DE,41781
Rebecca_(1940),Q204212,DE,41736
Ana_de_Armas,Q698173,DE,41647
Hayden_Panettiere,Q171571,DE,41642
Stephanie_Stumph,Q109867,DE,41640
Liam_Hemsworth,Q32045,DE,41571
Donât_Worry_Darling,Q100801718,DE,41554
Wo_ist_meine_Schwester?,Q114267057,DE,41515
Liechtenstein,Q347,DE,41484
Marie-Agnes_Strack-Zimmermann,Q15391841,DE,41465
Nancy_Faeser,Q1288810,DE,41340
Markus_Lanz,Q43773,DE,41289
Janin_Reinhardt,Q97255,DE,41188
Helene_Fischer,Q236549,DE,41187
Das_Spiel_(Film),Q27940451,DE,41179
SofÃ­a_Vergara,Q231911,DE,41173
Gabriel_Basso,Q4025857,DE,41142
Boris_Pistorius,Q893758,DE,41137
C&A,Q701338,DE,41131
Engelbert_Strauss,Q1341990,DE,41095
Judith_Richter,Q101253,DE,41090
Franziska_Weisz,Q86496,DE,41080
Marius_Wolf,Q18342471,DE,41065
Dick_Fosbury,Q310989,DE,41055
MÃ¼nchen,Q1726,DE,41047
London,Q84,DE,41044
Marokko,Q1028,DE,40959
Angelina_Jolie,Q13909,DE,40945
Linkin_Park,Q261,DE,40939
"Philip,_Duke_of_Edinburgh",Q80976,DE,40846
Angel_Has_Fallen,Q47484136,DE,40805
Unsere_kleine_Farm,Q839869,DE,40787
KÃ¼nstliche_Intelligenz,Q11660,DE,40710
Bullet_Train_(Film),Q99900595,DE,40694
Mikaela_Shiffrin,Q139075,DE,40662
Irish_people,Q170826,DE,40646
RumÃ¤nien,Q218,DE,40622
The_Big_Bang_Theory,Q8539,DE,40617
Martin_Luther,Q9554,DE,40539
Swastika,Q45513,DE,40511
Sansibar,Q1774,DE,40486
Recep_Tayyip_ErdoÄan,Q39259,DE,40452
Ø§ÙØµÙØ­Ø©_Ø§ÙØ±Ø¦ÙØ³ÙØ©,Q5296,DE,40369
Outer_Banks,Q1517373,DE,40330
Belgien,Q31,DE,40271
Google,Q9366,DE,40252
Robin_Williams,Q83338,DE,40221
Rhea_Harder-Vennewald,Q84878,DE,40209
Stefan_Hentschel,Q1529022,DE,40204
Spanien,Q29,DE,40197
Ralph_Fiennes,Q28493,DE,40190
Devid_Striesow,Q86919,DE,40160
Sam_Claflin,Q366833,DE,40149
Claudia_Eisinger,Q1097434,DE,40137
Eric_Maxim_Choupo-Moting,Q309532,DE,40111
Werner_Teske,Q88624,DE,40110
Nina_KronjÃ¤ger,Q107127,DE,40079
Elisabeth_I.,Q7207,DE,40043
Die_Mumie_(2017),Q23759268,DE,40006
Bundesstaat_der_Vereinigten_Staaten,Q35657,DE,39955
Ikke_HÃ¼ftgold,Q18946765,DE,39910
Hans_Zimmer,Q76364,DE,39904
T-55,Q328272,DE,39900
Schweizerische_Bankgesellschaft,Q193199,DE,39888
Norwegen,Q20,DE,39888
Shakira,Q34424,DE,39715
Jordan_Peterson,Q6276882,DE,39711
Krista_Kosonen,Q3321553,DE,39647
Anna_Maria_MÃ¼he,Q63033,DE,39618
Eberhard_Zorn,Q1279538,DE,39605
Harrison_Ford,Q81328,DE,39581
Roger_Waters,Q180861,DE,39470
Liste_der_Kfz-Kennzeichen_in_Deutschland,Q4609107,DE,39437
Lisa_Marie_Presley,Q237324,DE,39431
Andy_Serkis,Q206922,DE,39344
Michael_Landon,Q346411,DE,39343
Diana_Amft,Q66027,DE,39321
Mark_Mateschitz,Q114825741,DE,39294
TerroranschlÃ¤ge_am_11._September_2001,Q10806,DE,39222
Afghanistan,Q889,DE,39220
Peter_Fox,Q76524,DE,39198
Charlie_Chaplin,Q882,DE,39109
Dresden,Q1731,DE,38972
Vincent_van_Gogh,Q5582,DE,38928
The_Menu,Q108444804,DE,38927
Asperger-Syndrom,Q161790,DE,38920
Katee_Sackhoff,Q230335,DE,38915
Je_suis_Karl,Q105438929,DE,38909
Mariele_Millowitsch,Q1897583,DE,38905
Tom_Beck,Q62929,DE,38886
Maxi_Warwel,Q112684,DE,38875
Alice_Schwarzer,Q62919,DE,38856
Senta-Sofia_Delliponti,Q2271361,DE,38855
Andreas_Brehme,Q159045,DE,38851
Baden-WÃ¼rttemberg,Q985,DE,38840
Fleetwood_Mac,Q106648,DE,38815
Simone_Thomalla,Q100269,DE,38795
Peaky_Blinders_â_Gangs_of_Birmingham,Q14944179,DE,38790
Charles_Manson,Q485508,DE,38785
Kanada,Q16,DE,38717
Jerks.,Q28649002,DE,38715
Weltkarte,Q653848,DE,38671
Charlie_Sheen,Q103939,DE,38601
Jakob_Maria_Mierscheid,Q445461,DE,38581
Ludwig_van_Beethoven,Q255,DE,38534
Griechisches_Alphabet,Q8216,DE,38528
Demi_Moore,Q43044,DE,38487
Amanda_Bynes,Q212002,DE,38432
Ryan_Reynolds,Q192682,DE,38421
DÃ¤nemark,Q35,DE,38403
Heinrich_VIII._(England),Q38370,DE,38399
Matrix_(Film),Q83495,DE,38389
Reese_Witherspoon,Q44063,DE,38387
Dakota_Johnson,Q2315802,DE,38382
Lidia_PoÃ«t,Q6543668,DE,38365
Whitney_Houston,Q34389,DE,38362
Tom_Hardy,Q208026,DE,38357
Islam,Q432,DE,38351
Attack_on_Titan,Q586025,DE,38334
Scarlett_Johansson,Q34436,DE,38320
Frankfurt_am_Main,Q1794,DE,38290
Luxemburg,Q32,DE,38269
Luciane_Buchanan,Q47536762,DE,38177
Deutsche_Demokratische_Republik,Q16957,DE,38161
Michael_Wendler_(SÃ¤nger),Q97661,DE,38116
Natascha_Kampusch,Q84222,DE,38109
ABBA,Q18233,DE,38026
Luise_BÃ¤hr,Q1684854,DE,38000
Tatort:_Hackl,Q115179189,DE,37985
The_Circle_(2017),Q21010849,DE,37968
Liste_der_Tatort-Folgen,Q874122,DE,37957
Gary_Rossington,Q445448,DE,37953
Marie_Curie,Q7186,DE,37923
Alexander_Karim,Q5900246,DE,37920
Murdaugh_family,Q108673301,DE,37914
Bernard_Arnault,Q32055,DE,37911
Daniel_Scheinert,Q28746848,DE,37886
Adam_Sandler,Q132952,DE,37876
Udo_JÃ¼rgens,Q155236,DE,37853
Emily_Blunt,Q193517,DE,37798
Oerlikon_Skyranger,Q111279535,DE,37770
Chikago-Bande,Q56675418,DE,37712
Gigi_Hadid,Q16843706,DE,37672
Tim_Oliver_Schultz,Q2434174,DE,37596
Martin_Luther_King,Q8027,DE,37585
Franca_Lehfeldt,Q115526864,DE,37571
Andrea_Paluch,Q45209048,DE,37551
Nina_Hoss,Q61238,DE,37344
Leipzig,Q2079,DE,37276
Montenegro,Q236,DE,37266
DreiÃigjÃ¤hriger_Krieg,Q2487,DE,37257
Jutta_Speidel,Q95651,DE,37194
Philipp_Vogel,Q19298544,DE,37161
Frida_Kahlo,Q5588,DE,37124
Jewgeni_Wiktorowitsch_Prigoschin,Q20850503,DE,37084
Pornhub,Q936394,DE,37079
Jeu,Q11410,DE,37071
Elizabeth_Banks,Q219373,DE,37064
Dagmar_Berghoff,Q113099,DE,37018
Peter_Lustig,Q91548,DE,36944
Mitgliedstaaten_der_EuropÃ¤ischen_Union,Q185441,DE,36935
Yellowstone_(Fernsehserie),Q47452423,DE,36923
Sex,Q608,DE,36920
Gaius_Iulius_Caesar,Q1048,DE,36898
Katharina_Schulze,Q14949131,DE,36873
John_Wick:_Kapitel_2,Q21451640,DE,36820
"Diana,_Princess_of_Wales",Q9685,DE,36740
Tschechien,Q213,DE,36725
T-54,Q13419886,DE,36697
Lothar_MatthÃ¤us,Q36386,DE,36653
Matthew_McConaughey,Q188955,DE,36616
Audrey_Hepburn,Q42786,DE,36566
Alan_Rickman,Q106481,DE,36565
Figuren_aus_dem_Marvel-Universum,Q96251657,DE,36518
The_Whale_(2022_film),Q105883400,DE,36471
Emily_Ratajkowski,Q5372335,DE,36413
Dunning-Kruger-Effekt,Q639444,DE,36373
IStGH,Q47488,DE,36350
Los_Angeles,Q65,DE,36295
Hugh_Grant,Q163286,DE,36220
McDonaldâs,Q38076,DE,36194
Jan_Josef_Liefers,Q214574,DE,36192
BDSM,Q190845,DE,36191
Florence_Pugh,Q22277803,DE,36134
Wolodymyr_Selenskyj,Q3874799,DE,36124
Megan_Fox,Q80069,DE,36119
Schwertwal,Q26843,DE,36118
Lana_Del_Rey,Q37150,DE,36004
Keira_Knightley,Q42581,DE,35991
Joseph_Goebbels,Q41749,DE,35965
Vereinte_Nationen,Q1065,DE,35954
Pablo_Picasso,Q5593,DE,35942
Tauben_im_Gras,Q2396466,DE,35929
Borussia_Dortmund,Q41420,DE,35900
Nikola_Tesla,Q9036,DE,35889
Austin_Butler,Q469954,DE,35883
Mauritius,Q1027,DE,35854
Sebastian_Lege,Q28737717,DE,35847
Klaus_Kinski,Q55419,DE,35824
ÐÐµÐ¶Ð´ÑÐ½Ð°ÑÐ¾Ð´Ð½ÑÐ¹_Ð¶ÐµÐ½ÑÐºÐ¸Ð¹_Ð´ÐµÐ½Ñ,Q38964,DE,35799
Kalle_Schwensen,Q1729991,DE,35795
Gene_Hackman,Q150943,DE,35736
FuÃball-Weltmeisterschaft_2026,Q5020214,DE,35650
Liste_der_grÃ¶Ãten_AuslegerbrÃ¼cken,Q3253342,DE,35640
SYNGAP-Syndrom,Q50349609,DE,35629
Rebecca_Mir,Q2134945,DE,35625
Ehrlich_Brothers,Q18620709,DE,35588
Kanarische_Inseln,Q5813,DE,35560
Commerzbank,Q157617,DE,35554
John_Wick:_Chapter_4,Q80322358,DE,35541
Mike_Tyson,Q79031,DE,35537
Star_Trek,Q1092,DE,35517
Markus_SÃ¶der,Q50664,DE,35512
Christian_Bale,Q45772,DE,35499
Anna_Fischer,Q99913,DE,35474
Lutz_Eigendorf,Q523440,DE,35473
Christina_Luft,Q86451825,DE,35468
David_Bowie,Q5383,DE,35448
Kristen_Stewart,Q126599,DE,35441
Portugal,Q45,DE,35434
Kevin_KÃ¼hnert,Q43567875,DE,35367
Die_neun_Pforten,Q19405,DE,35358
The_Rookie_(Fernsehserie),Q48744320,DE,35323
MÃ¼nster,Q2742,DE,35314
Everything_Everywhere_All_At_Once,Q83808444,DE,35307
Gestern_waren_wir_noch_Kinder,Q116182149,DE,35211
Finch_(Rapper),Q62070109,DE,35150
Narzissmus,Q186529,DE,35116
Royale_Union_Saint-Gilloise,Q196160,DE,35113
Gaslighting,Q1225041,DE,35087
Irland,Q27,DE,35077
KÃ¤the_und_ich,Q99195135,DE,35072
Mark_Wahlberg,Q164119,DE,35060
Ted_Lasso,Q96407897,DE,34989
Ernst_Hannawald,Q100602,DE,34962
Bundeswehr,Q56010,DE,34959
Eiffelturm,Q243,DE,34926
LÃ¤ndervorwahlliste_sortiert_nach_Nummern,Q34768,DE,34918
Christian_Wulff,Q2540,DE,34903
Liste_der_grÃ¶Ãten_Banken_der_Welt,Q3679682,DE,34897
AtombombenabwÃ¼rfe_auf_Hiroshima_und_Nagasaki,Q488,DE,34881
IBM,Q37156,DE,34874
Muhammad_Ali,Q36107,DE,34830
Tuberkulose,Q12204,DE,34824
Henry_Cavill,Q295498,DE,34793
Morena_Baccarin,Q231091,DE,34789
Max_Verstappen,Q2239218,DE,34767
Bitcoin,Q131723,DE,34735
Metallica,Q15920,DE,34722
Rammstein,Q25177,DE,34722
Ruth_Wilson,Q262679,DE,34703
PansexualitÃ¤t,Q271534,DE,34687
Shazam!_Fury_of_the_Gods,Q84712809,DE,34611
Johann_Sebastian_Bach,Q1339,DE,34603
Bernhard_HoÃ«cker,Q825281,DE,34594
JÃ¼rgen_Klopp,Q83106,DE,34570
MÃ¥neskin,Q56884561,DE,34564
Kontinent,Q5107,DE,34537
Thomas_Kretschmann,Q57614,DE,34531
Katrin_GÃ¶ring-Eckardt,Q48967,DE,34530
ISO-3166-1-Kodierliste,Q25275,DE,34525
Massimo_SinatÃ³,Q1631970,DE,34473
Chris_Pine,Q23466,DE,34403
Marc-AndrÃ©_ter_Stegen,Q160472,DE,34395
Suerte,Q1970348,DE,34300
Eric_Frenzel,Q700807,DE,34297
FuÃball-Ligasystem_in_Deutschland,Q835610,DE,34292
Willow_project,Q117089887,DE,34287
Galeria_Kaufhof,Q322598,DE,34220
Tom_Kaulitz,Q1622098,DE,34215
Deutsche_Revolution_1848/1849,Q3699,DE,34166
Peek_&_Cloppenburg_(DÃ¼sseldorf),Q2066959,DE,34135
Heiliges_RÃ¶misches_Reich,Q12548,DE,34063
Thomas_MÃ¼ller,Q43666,DE,34048
Westdeutscher_Rundfunk_KÃ¶ln,Q203453,DE,34041
Franz_Kafka,Q905,DE,33997
Patrick_Swayze,Q49004,DE,33957
Letâs_Dance/Staffel_16,Q115960106,DE,33943
Janin_Ullmann,Q97255,DE,33887
Scream_VI,Q112183099,DE,33881
Anton_Hofreiter,Q103519,DE,33858
Stephen_Hawking,Q17714,DE,33780
Nigeria,Q1033,DE,33768
The_Handmaidâs_Tale_â_Der_Report_der_Magd,Q25207350,DE,33697
Edin_HasanoviÄ,Q11912904,DE,33696
Snoop_Dogg,Q6096,DE,33680
Finger_weg!,Q91015222,DE,33654
Tommi_Schmitt,Q68462943,DE,33610
"Meghan,_Duchess_of_Sussex",Q3304418,DE,33606
Microsoft_365,Q775811,DE,33519
Natalia_Yegorova,Q17371864,DE,33468
Masturbation,Q8396,DE,33468
Peter_Thiel,Q705525,DE,33466
Chris_Brown_(SÃ¤nger),Q155700,DE,33451
Orlando_Bloom,Q44467,DE,33428
Null,Q204,DE,33393
Samia_Chancrin,Q47254071,DE,33389
Netflix,Q907311,DE,33379
River_Phoenix,Q106514,DE,33363
Su-27,Q173680,DE,33353
Helmut_Schmidt,Q2516,DE,33303
Lewis_Hamilton,Q9673,DE,33225
Julia_Roberts,Q40523,DE,33176
LitlÃ¸ya,Q3808705,DE,33146
BMW_E90,Q1146966,DE,33096
House_of_the_Dragon,Q72930269,DE,33032
Mark_Keller_(Schauspieler),Q72611,DE,33016
Die_Rosenheim-Cops,Q1215825,DE,32992
XXXTentacion,Q28561969,DE,32991
NichtbinÃ¤re_GeschlechtsidentitÃ¤t,Q48270,DE,32979
Roland_Trettl,Q1749336,DE,32970
Elyas_MâBarek,Q78766,DE,32950
Massive_Talent,Q87220566,DE,32943
Weimarer_Republik,Q41304,DE,32884
Griechenland,Q41,DE,32871
Volker_Wissing,Q1278715,DE,32861
WrestleMania_39,Q104859271,DE,32821
Katarina_Witt,Q58028,DE,32780
Ãgypten,Q79,DE,32754
Liste_der_Staaten_der_Erde,Q11750,DE,32750
Wigald_Boning,Q76390,DE,32734
Nino_Haase,Q68342700,DE,32725
World_War_Z,Q28196,DE,32666
Autismus,Q38404,DE,32661
Val_Kilmer,Q191084,DE,32659
Hans_Richter_(FuÃballspieler),Q870885,DE,32614
Jessica_Chastain,Q229313,DE,32553
Estland,Q191,DE,32504
"Tesla,_Inc.",Q478214,DE,32500
All_Quiet_on_the_Western_Front_(2022_film),Q108837349,DE,32472
Tokio_Hotel,Q386216,DE,32472
Ray_Liotta,Q211280,DE,32446
Indonesien,Q252,DE,32443
Sex,Q290,DE,32440
Isabelle_Huppert,Q106365,DE,32425
Ben_Affleck,Q483118,DE,32423
Lukas_Podolski,Q134976,DE,32414
Mark_Kirchner_(Biathlet),Q708326,DE,32397
BÃ¤rlauch,Q130882,DE,32352
Manuel_Neuer,Q107365,DE,32328
Tony_Curtis,Q162389,DE,32327
RÃ¶misches_Reich,Q1747689,DE,32279
Sunnyi_Melles,Q110710,DE,32238
Martina_Hill,Q77952,DE,32229
Franziska_Giffey,Q19279839,DE,32197
Emre_Can,Q27694,DE,32185
Borderline-PersÃ¶nlichkeitsstÃ¶rung,Q208166,DE,32177
Kanonenboot_am_Yangtse-Kiang,Q916287,DE,32175
Lockheed_Martin_F-35,Q29261,DE,32155
Leonardo_da_Vinci,Q762,DE,32109
Christina_Applegate,Q188280,DE,32086
The_Dark_Side_of_the_Moon,Q150901,DE,32064
Penn_Badgley,Q311750,DE,32038
VW_Golf_VII,Q62362,DE,32029
Joachim_Meyerhoff,Q1690316,DE,32009
SÃ¼dafrika,Q258,DE,31950
Sagrada_FamÃ­lia,Q48435,DE,31921
BÃ¼ndnis_90/Die_GrÃ¼nen,Q49766,DE,31869
Patrick_Stewart,Q16296,DE,31853
Ð¡Ð°Ð¼Ð¾Ð»ÐµÑ,Q197,DE,31803
Tatort:_Abbruchkante,Q116045642,DE,31800
Kathedrale_Notre-Dame_de_Paris,Q2981,DE,31794
Schellack,Q429659,DE,31757
Sarah_Bosetti,Q23829164,DE,31747
Vietnam,Q881,DE,31731
Glass_Onion:_A_Knives_Out_Mystery,Q84712797,DE,31727
Tupac_Shakur,Q6107,DE,31701
Elton_(Moderator),Q98412,DE,31644
Pakistan,Q843,DE,31642
Nordkorea,Q423,DE,31634
Greta_Thunberg,Q56434717,DE,31624
Courteney_Cox,Q58912,DE,31601
Bhutan,Q917,DE,31601
Alternative_fÃ¼r_Deutschland,Q6721203,DE,31576
Willy_Brandt,Q2514,DE,31571
Jason_Statham,Q169963,DE,31560
Pamela_Anderson,Q83325,DE,31557
Resilienz_(Psychologie),Q4105337,DE,31520
Amoktat_in_Hamburg-Alsterdorf_2023,Q117038068,DE,31507
Osteopathie_(Alternativmedizin),Q325253,DE,31504
Scientology,Q131036,DE,31495
Star_Trek:_Picard/Staffel_3,Q106688644,DE,31483
Land_(Deutschland),Q1221156,DE,31471
Steve_McQueen_(Schauspieler),Q159347,DE,31467
Liste_global_systemrelevanter_Banken,Q6642102,DE,31461
Julian_Reichelt,Q18021514,DE,31444
Slowenien,Q215,DE,31389
Liste_der_Disney-Filme,Q835515,DE,31386
Jimmy_Carter,Q23685,DE,31361
Nutria,Q187704,DE,31348
Fritz_Honka,Q69013,DE,31333
Channing_Tatum,Q212064,DE,31299
NÃ¼rnberg,Q2090,DE,31298
Der_Gesang_der_Flusskrebse_(Film),Q106311043,DE,31297
Mitchell_Weiser,Q694852,DE,31277
Hermann_GÃ¶ring,Q47906,DE,31275
UEFA_Champions_League_2022/23,Q106086340,DE,31274
Atze_SchrÃ¶der,Q610528,DE,31267
Holocaust,Q2763,DE,31263
Weltwunder,Q209287,DE,31250
Betriebssystem,Q9135,DE,31226
Modern_Family,Q16756,DE,31212
Nicole_Kidman,Q37459,DE,31211
David_Lindley,Q1175266,DE,31186
Miriam_Neureuther,Q60480,DE,31174
Alexandru_Ionel,Q106672065,DE,31168
Jennifer_Connelly,Q103343,DE,31128
Niedersachsen,Q1197,DE,31115
Chris_Hemsworth,Q54314,DE,31100
Osmanisches_Reich,Q12560,DE,31096
Alicia_Vikander,Q439314,DE,31079
List_of_The_Mandalorian_episodes,Q56876444,DE,31073
Rheinmetall,Q161544,DE,31058
Drei_Tage_und_ein_Leben,Q65979945,DE,31040
Joaquin_Phoenix,Q185140,DE,31031
Aubrey_Plaza,Q210547,DE,31023
Jessie_Mei_Li,Q95686111,DE,30983
Queer,Q51415,DE,30951
Steffi_Lemke,Q1502854,DE,30945
Banksy,Q133600,DE,30940
Lindsay_Lohan,Q44903,DE,30928
Michel_Fourniret,Q153355,DE,30924
Will_Smith,Q40096,DE,30924
Vulva,Q2192288,DE,30920
Matthias_SchweighÃ¶fer,Q64645,DE,30915
Deutsche_FuÃballnationalmannschaft,Q43310,DE,30868
Ted_Bundy,Q192218,DE,30867
Emma_Schweiger,Q92052,DE,30859
Zypern,Q644636,DE,30806
Downton_Abbey,Q83071,DE,30806
Neuseeland,Q664,DE,30777
Kfz-Kennzeichen_(TÃ¼rkei),Q645449,DE,30775
Ernstingâs_family,Q1361016,DE,30756
Streptokokken,Q190161,DE,30727
Bettys_Diagnose,Q18913472,DE,30719
TikTok,Q48938223,DE,30679
Eurovision_Song_Contest,Q276,DE,30665
GTK_Boxer,Q28216,DE,30658
Black_Panther_(Film),Q23780734,DE,30645
PAW_Patrol,Q15106029,DE,30640
Sandy_MÃ¶lling,Q77565,DE,30573
KÃ¶ln,Q365,DE,30561
Natalie_Portman,Q37876,DE,30536
Dubai,Q612,DE,30510
AC/DC,Q27593,DE,30508
Trapped_â_Gefangen_in_Island,Q20820889,DE,30494
Stellantis,Q97439162,DE,30491
Cillian_Murphy,Q202589,DE,30471
Alice_Weidel,Q27975838,DE,30471
Elliot_Page,Q173399,DE,30444
Suits_(Fernsehserie),Q370185,DE,30388
Syrien,Q858,DE,30367
Deutsches_Kaiserreich,Q43287,DE,30360
Lufthansa,Q9325,DE,30359
Litauen,Q37,DE,30344
Brendan_Gleeson,Q206659,DE,30336
Fritz!Box,Q977479,DE,30336
Ulrich_MÃ¼he,Q57292,DE,30329
Jennifer_Coolidge,Q230278,DE,30315
The_Revenant_â_Der_RÃ¼ckkehrer,Q18002795,DE,30311
Sigmund_Freud,Q9215,DE,30300
Generalinspekteur_der_Bundeswehr,Q896878,DE,30298
Internationaler_Gerichtshof,Q7801,DE,30293
Torsten_StrÃ¤ter,Q2445003,DE,30259
2022_Russian_invasion_of_Ukraine,Q110999040,DE,30231
Ludwig_XIV.,Q7742,DE,30223
Der_Bergdoktor_(2008),Q1192462,DE,30212
Baby-Boomer,Q797819,DE,30181
Rosabell_Laurenti_Sellers,Q3941283,DE,30162
Marlene_Engelhorn,Q113486676,DE,30162
Christian_Polanc,Q1081438,DE,30156
Fifty_Shades_of_Grey_(Film),Q14566553,DE,30145
Costa_Rica,Q800,DE,30116
Christoph_Kolumbus,Q7322,DE,30113
Karl_Marx,Q9061,DE,30100
Ketogene_DiÃ¤t,Q1070684,DE,30086
Hunter_Schafer,Q59248250,DE,30079
Notruf_Hafenkante,Q321085,DE,30065
John_Wick_(Filmreihe),Q29554576,DE,30061
Killing_Eve,Q39049904,DE,30060
Dave_Gahan,Q488994,DE,30044
Edi_Frauneder,Q97357686,DE,30015
Bettina_Stark-Watzinger,Q39080194,DE,29938
Oliver_Kahn,Q131261,DE,29933
Liste_mathematischer_Symbole,Q180159,DE,29927
Trier,Q3138,DE,29913
Wayne_Carpendale,Q98622,DE,29904
Franziskus_(Papst),Q450675,DE,29901
Christian_Ulmen,Q77991,DE,29889
Dua_Lipa,Q21914464,DE,29883
Formel-1-Weltmeisterschaft_2023,Q109323149,DE,29879
Im_Westen_nichts_Neues_(1930),Q272599,DE,29873
Luvre47,Q116374126,DE,29868
Evelyn_Burdecki,Q60461010,DE,29860
Vikings_(Fernsehserie),Q2579463,DE,29855
Michael_Klammer,Q21014941,DE,29845
Paul_von_Hindenburg,Q2667,DE,29836
Xabi_Alonso,Q208104,DE,29821
Mark_Forster,Q105558,DE,29814
Babylon_Berlin,Q22998408,DE,29776
Krim,Q7835,DE,29775
Daphne_de_Luxe,Q28806179,DE,29774
Nadja_Abd_el_Farrag,Q97160,DE,29754
Deutsche_Bank,Q66048,DE,29747
John_Travolta,Q80938,DE,29746
Mark_Benecke,Q70307,DE,29742
Robert_De_Niro,Q36949,DE,29709
Melissa_Gilbert,Q230929,DE,29699
Mars_Incorporated,Q695087,DE,29694
Alisha_Lehmann,Q53709993,DE,29674
Petra_Kelly,Q61227,DE,29672
Jupiter_(Planet),Q319,DE,29666
Trettmann,Q1399355,DE,29654
Amsterdam,Q727,DE,29654
Linux,Q388,DE,29625
2023_Academy_Awards,Q66707607,DE,29596
The_Revenant_-_Der_RÃ¼ckkehrer,Q18002795,DE,29585
Tulsa_King,Q111967146,DE,29584
Hessen,Q1199,DE,29580
Barcelona,Q1492,DE,29578
Portrait_of_a_Lady,Q186504,DE,29551
Eva_Luginger,Q50041178,DE,29544
Wotan_Wilke_MÃ¶hring,Q74258,DE,29528
ThÃ¼ringen,Q1205,DE,29526
Malaysia,Q833,DE,29517
Better_Call_Saul,Q14925221,DE,29497
Stuttgart,Q1022,DE,29468
Joe_Cocker,Q190076,DE,29459
Olivia_Wilde,Q200355,DE,29459
Deutsche_Welle,Q153770,DE,29454
WeltmÃ¤nnertag,Q1779761,DE,29451
Azoren,Q25263,DE,29449
Ruby_O._Fee,Q1472783,DE,29428
Queen_(Band),Q15862,DE,29409
Kai_Havertz,Q27310755,DE,29393
Heinrich_Himmler,Q43067,DE,29378
Carles_Puigdemont_i_CasamajÃ³,Q4740163,DE,29371
Gesine_Cukrowski,Q96082,DE,29368
Nord_Stream,Q110586381,DE,29353
Kate_Winslet,Q202765,DE,29344
Woody_Harrelson,Q201279,DE,29334
Anya_Taylor-Joy,Q20882479,DE,29328
ÃlkÃ¤fer,Q297115,DE,29315
Edeka,Q701755,DE,29294
8D-Report,Q274854,DE,29286
Bee_Gees,Q133405,DE,29276
BMW_3er,Q466066,DE,29259
ParfÃ¼merie_Douglas,Q570747,DE,29240
Nora_Tschirner,Q63228,DE,29235
Mensch,Q5,DE,29223
Beatrice_Richter,Q813263,DE,29218
Chase_Stokes,Q93608904,DE,29202
Burj_Khalifa,Q12495,DE,29184
Bob_Odenkirk,Q888178,DE,29181
Marlon_Brando,Q34012,DE,29179
Ryan_Gosling,Q193815,DE,29140
Titanic_(1997),Q44578,DE,29109
Aaron_Taylor-Johnson,Q45923,DE,29107
Kim_Novak,Q212879,DE,29102
James_Bond,Q2009573,DE,29079
FuÃball-Bundesliga,Q82595,DE,29074
Jason_Momoa,Q315271,DE,29026
Marderhund,Q133189,DE,29011
John_F._Kennedy,Q9696,DE,28999
Charlbi_Dean,Q101064944,DE,28936
Madonna_(KÃ¼nstlerin),Q1744,DE,28932
Maggie_Smith,Q172653,DE,28929
NestlÃ©,Q160746,DE,28929
Claas_Relotius,Q59914102,DE,28924
Rishi_Sunak,Q20055561,DE,28920
Carsten_Stahl,Q59693353,DE,28914
Email,Q9158,DE,28901
Manifest_(Fernsehserie),Q53406553,DE,28890
Linda_Kasabian,Q250299,DE,28885
Heinz_Erhardt,Q66370,DE,28863
Frank-Walter_Steinmeier,Q76658,DE,28839
Order_of_the_British_Empire,Q14420,DE,28831
Krumbach_(Schwaben),Q504803,DE,28828
Die_Tribute_von_Panem_(Filmreihe),Q11885031,DE,28827
Willem_Dafoe,Q188772,DE,28815
Kim_Bui,Q1521529,DE,28802
Gerhard_SchrÃ¶der,Q2530,DE,28799
Saddam_Hussein,Q1316,DE,28782
Nadeshda_Brennicke,Q1273429,DE,28763
Pippi_Langstrumpf,Q6668,DE,28758
GrÃ¼ne-SoÃe-Denkmal,Q1551892,DE,28753
Gordon_Moore,Q243969,DE,28752
Brasilien,Q155,DE,28716
Mirco_Nontschew,Q102407,DE,28685
Thailand,Q869,DE,28681
Omegle,Q324670,DE,28666
Jesiden,Q200885,DE,28665
Creed_III_â_Rockyâs_Legacy,Q110664384,DE,28655
